RETIROS,FECHA,
9876520002770401,11-18-22,
9876540051499777,11-18-22,
9876540039842767,11-18-22,
9876540047471302,11-18-22,
9876540051789490,11-18-22,
9876540061111651,11-18-22,
9876540056059592,11-18-22,
9876540050762027,11-18-22,
9876540018293800,11-18-22,
9876540023108555,11-18-22,
9876540029814917,11-18-22,
9876540059506201,11-18-22,
9876530000392843,11-18-22,
9876530000254530,11-18-22,
9876540072395764,11-18-22,
9876540030160375,11-18-22,
9876540054627705,11-18-22,
9876540052807127,11-18-22,
9876540087520679,11-18-22,
9876540067055167,11-18-22,
9876540066238715,11-18-22,
9876540049661686,11-18-22,
9876540078854335,11-18-22,
9876540061726623,11-18-22,
9876540073414697,11-18-22,
9876540066255420,11-18-22,
9876540065403047,11-18-22,
9876540084017315,11-18-22,
9876540034426756,11-18-22,
9876540070626640,11-18-22,
9876540070061657,11-18-22,
9876540064132449,11-18-22,
9876540003008908,11-18-22,
9876540019050548,11-18-22,
9876540062394892,11-18-22,
9876540046861834,11-18-22,
9876540046473689,11-18-22,
9876540085364146,11-18-22,
9876540067631611,11-18-22,
9876540081886647,11-18-22,
9876540032061555,11-18-22,
9876540018233400,11-18-22,
9876540059810983,11-18-22,
9876540071599838,11-18-22,
9876540068264289,11-18-22,
9876540003396519,11-18-22,
9876540069295670,11-18-22,
9876540047602732,11-18-22,
9876540052031371,11-18-22,
9876540067720968,11-18-22,
9876540063763830,11-18-22,
9876540050485546,11-18-22,
9876540059487634,11-18-22,
9876540075799095,11-18-22,
9876540025549863,11-18-22,
9876540068511416,11-18-22,
9876540066355014,11-18-22,
9876540050001855,11-18-22,
9876540009187169,11-18-22,
9876540032639343,11-18-22,
9876540035274924,11-18-22,
9876540064154666,11-18-22,
9876520001612398,11-18-22,
9876540080656090,11-18-22,
9876540078487946,11-18-22,
9876540051949292,11-18-22,
9876540055650953,11-18-22,
9876540052578595,11-18-22,
9876540082021988,11-18-22,
9876540078994933,11-18-22,
9876540078996631,11-18-22,
9876540021432767,11-18-22,
9876540050930988,11-18-22,
9876540054104713,11-18-22,
9876530000164242,11-18-22,
9876540069097803,11-18-22,
9876540051031505,11-18-22,
9876540049685958,11-18-22,
9876540003134076,11-18-22,
9876530000260297,11-18-22,
9876540092063814,11-18-22,
9876540076274858,11-18-22,
9876520003856688,11-18-22,
9876540058548717,11-18-22,
9876540059481504,11-18-22,
9876540053654049,11-18-22,
9876540040899715,11-18-22,
9876540055060013,11-18-22,
9876540070835936,11-18-22,
9876540088660359,11-18-22,
9876540095799943,11-18-22,
9876540064345595,11-18-22,
9876540022120353,11-18-22,
9876540063101932,11-18-22,
9876540015076299,11-18-22,
9876540014297342,11-18-22,
9876540011895130,11-18-22,
9876540075555323,11-18-22,
9876540053734528,11-18-22,
9876540061623200,11-18-22,
9876540061236912,11-18-22,
9876540043270351,11-18-22,
9876540089717620,11-18-22,
9876540085966148,11-18-22,
9876540081267137,11-18-22,
9876540058615334,11-18-22,
9876540051130695,11-18-22,
9876520005706063,11-18-22,
9876540069988282,11-18-22,
9876540066119048,11-18-22,
9876540064006460,11-18-22,
9876540066263309,11-18-22,
9876540074968402,11-18-22,
9876540022956681,11-18-22,
9876540055177494,11-18-22,
9876540043393393,11-18-22,
9876540052919005,11-18-22,
9876540084886107,11-18-22,
9876540064620674,11-18-22,
9876520001078046,11-18-22,
9876540077346358,11-18-22,
9876540082090512,11-18-22,
9876540085599261,11-18-22,
9876540004825623,11-18-22,
9876540089623810,11-18-22,
9876540066041051,11-18-22,
9876540011216790,11-18-22,
9876540086521728,11-18-22,
9876540085511696,11-18-22,
9876540073950815,11-18-22,
9876540061777238,11-18-22,
9876540029750103,11-18-22,
9876540093093257,11-18-22,
9876540011219257,11-18-22,
9876540057216910,11-18-22,
9876540052420293,11-18-22,
9876540048652744,11-18-22,
9876540085898747,11-18-22,
9876520005259865,11-18-22,
9876540065958701,11-18-22,
9876540050566048,11-18-22,
9876540093467428,11-18-22,
9876540061903719,11-18-22,
9876540045369292,11-18-22,
9876540088995359,11-18-22,
9876540076283404,11-18-22,
9876540062985764,11-18-22,
9876540050347571,11-18-22,
9876540068205274,11-18-22,
9876540091552825,11-18-22,
9876540054846149,11-18-22,
9876540078237986,11-18-22,
9876540047050361,11-18-22,
9876540057895564,11-18-22,
9876540057567809,11-18-22,
9876540052147599,11-18-22,
9876540068697488,11-18-22,
9876540041993640,11-18-22,
9876540069985817,11-18-22,
9876540078335228,11-18-22,
9876540072021410,11-18-22,
9876540069319058,11-18-22,
9876540017580835,11-18-22,
9876540051588330,11-18-22,
9876540058701969,11-18-22,
9876540094191084,11-18-22,
9876540058299980,11-18-22,
9876540045978522,11-18-22,
9876540009084473,11-18-22,
9876540066351898,11-18-22,
9876540065995679,11-18-22,
9876540052012223,11-18-22,
9876540052160139,11-18-22,
9876540052161244,11-18-22,
9876540045591648,11-18-22,
9876540090787927,11-18-22,
9876540007545798,11-18-22,
9876540071483751,11-18-22,
9876520004719893,11-18-22,
9876540005191512,11-18-22,
9876540065510791,11-18-22,
9876540045179279,11-18-22,
9876540055342015,11-18-22,
9876540048474784,11-18-22,
9876540079971674,11-18-22,
9876540063801101,11-18-22,
9876540066094829,11-18-22,
9876540071541376,11-18-22,
9876540071697921,11-18-22,
9876540065898410,11-18-22,
9876540050217857,11-18-22,
9876540052690127,11-18-22,
9876540052461974,11-18-22,
9876540059085222,11-18-22,
9876540061550965,11-18-22,
9876540062859944,11-18-22,
9876520000589829,11-18-22,
9876520005134084,11-18-22,
9876520003296034,11-18-22,
9876540079288244,11-18-22,
9876540056469312,11-18-22,
9876540068136370,11-18-22,
9876540061714538,11-18-22,
9876540041372746,11-18-22,
9876540054047219,11-18-22,
9876540064205179,11-18-22,
9876520005884712,11-18-22,
9876540013911380,11-18-22,
9876540091648201,11-18-22,
9876540068698031,11-18-22,
9876540064784108,11-18-22,
9876540086604359,11-18-22,
9876540087520992,11-18-22,
9876540068349965,11-18-22,
9876540050755849,11-18-22,
9876540088468514,11-18-22,
9876540002508163,11-18-22,
9876540030505561,11-18-22,
9876540091540317,11-18-22,
9876540050294187,11-18-22,
9876540050933651,11-18-22,
9876540084122438,11-18-22,
9876540047200115,11-18-22,
9876540056523472,11-18-22,
9876520000432269,11-18-22,
9876540024894005,11-18-22,
9876540015896027,11-18-22,
9876540081961143,11-18-22,
9876530000567360,11-18-22,
9876520005943625,11-18-22,
9876520003074712,11-18-22,
45024171,11-23-22,
28318319,11-23-22,
11845146,11-23-22,
11882610,11-23-22,
11921970,11-23-22,
11932548,11-23-22,
11938768,11-23-22,
11952025,11-23-22,
12540399,11-23-22,
62669916,11-23-22,
17548991,11-23-22,
11761376,11-23-22,
12605531,11-23-22,
13372610,11-23-22,
5494307,11-23-22,
55132401,11-23-22,
95883369,11-23-22,
96422217,11-23-22,
56827728,11-23-22,
56330269,11-23-22,
11914587,11-23-22,
47105754,11-23-22,
11917648,11-23-22,
11574431,11-23-22,
11589504,11-23-22,
13133012,11-23-22,
37673365,11-23-22,
40538993,11-23-22,
55533152,11-23-22,
61582219,11-23-22,
28256030,11-23-22,
52766896,11-23-22,
19086289,11-23-22,
18750299,11-23-22,
12781696,11-23-22,
13384615,11-23-22,
56943178,11-23-22,
43631217,11-23-22,
56852502,11-23-22,
19768076,11-23-22,
48109474,11-23-22,
24345340,11-23-22,
41440249,11-23-22,
41652645,11-23-22,
4854139,11-23-22,
46134094,11-23-22,
47746292,11-23-22,
47773387,11-23-22,
47786991,11-23-22,
21646757,11-23-22,
15556954,11-23-22,
24463168,11-23-22,
11881265,11-23-22,
7726631,11-23-22,
7768914,11-23-22,
12222311,11-23-22,
12594974,11-23-22,
17444506,11-23-22,
20640355,11-23-22,
29981123,11-23-22,
58243395,11-23-22,
20727236,11-23-22,
20807566,11-23-22,
20808820,11-23-22,
20855854,11-23-22,
20952768,11-23-22,
21037742,11-23-22,
21173752,11-23-22,
21208525,11-23-22,
21244348,11-23-22,
21244488,11-23-22,
21245568,11-23-22,
21245931,11-23-22,
21246137,11-23-22,
21253109,11-23-22,
21253513,11-23-22,
34077230,11-23-22,
55090948,11-23-22,
55126411,11-23-22,
55444095,11-23-22,
55834030,11-23-22,
55955348,11-23-22,
56424625,11-23-22,
17008434,11-23-22,
18677054,11-23-22,
37407152,11-23-22,
41015140,11-23-22,
55040505,11-23-22,
18043752,11-23-22,
63401020,11-23-22,
54788914,11-23-22,
42386748,11-23-22,
45311495,11-23-22,
14467757,11-23-22,
55243299,11-23-22,
12844221,11-23-22,
55704951,11-23-22,
40588089,11-23-22,
20159042,11-23-22,
11853785,11-23-22,
16269128,11-23-22,
51373058,11-23-22,
17228123,11-23-22,
55815807,11-23-22,
11885134,11-23-22,
55191043,11-23-22,
12794996,11-23-22,
13520424,11-23-22,
18102772,11-23-22,
19366756,11-23-22,
24333999,11-23-22,
45024908,11-23-22,
48275523,11-23-22,
51632925,11-23-22,
48027148,11-23-22,
95749768,11-23-22,
69662666,11-23-22,
97715304,11-23-22,
11676434,11-23-22,
80362957,11-23-22,
60794575,11-23-22,
21798152,11-23-22,
37661352,11-23-22,
63649321,11-23-22,
96505094,11-23-22,
57138737,11-23-22,
27651348,11-23-22,
23269608,11-23-22,
79345799,11-23-22,
96233168,11-23-22,
96147095,11-23-22,
81329526,11-23-22,
10615672,11-23-22,
96141940,11-23-22,
81941320,11-23-22,
83605782,11-23-22,
58363649,11-23-22,
94589983,11-23-22,
97867519,11-23-22,
80893894,11-23-22,
97653190,11-23-22,
99667750,11-23-22,
99592016,11-23-22,
97822118,11-23-22,
61940201,11-23-22,
72374804,11-23-22,
97396428,11-23-22,
77918613,11-23-22,
99128464,11-23-22,
72485063,11-23-22,
94521630,11-23-22,
18745810,11-23-22,
6780365,11-23-22,
92428606,11-23-22,
52871886,11-23-22,
7555725,11-23-22,
81223547,11-23-22,
85847705,11-23-22,
64349939,11-23-22,
54961917,11-23-22,
2757821,11-23-22,
56255045,11-23-22,
48053268,11-23-22,
41986316,11-23-22,
49777493,11-23-22,
44563518,11-23-22,
41975079,11-23-22,
56184005,11-23-22,
10690071,11-23-22,
35967744,11-23-22,
42528133,11-23-22,
42692848,11-23-22,
50251974,11-23-22,
58661331,11-23-22,
37578424,11-23-22,
46470233,11-23-22,
55717565,11-23-22,
33510694,11-23-22,
52192325,11-23-22,
5834528,11-23-22,
48538847,11-23-22,
36070373,11-23-22,
55345003,11-23-22,
40141111,11-23-22,
63220818,11-23-22,
59262519,11-23-22,
47023965,11-23-22,
99568628,11-23-22,
4775417,11-23-22,
15015316,11-23-22,
30252613,11-23-22,
10100758,11-23-22,
51091940,11-23-22,
62630918,11-23-22,
56432065,11-23-22,
53302733,11-23-22,
22268593,11-23-22,
55717318,11-23-22,
26574244,11-23-22,
27580802,11-23-22,
24743882,11-23-22,
48326599,11-23-22,
18265736,11-23-22,
30732374,11-23-22,
52569910,11-23-22,
61094447,11-23-22,
29790037,11-23-22,
17847252,11-23-22,
52972544,11-23-22,
18016865,11-23-22,
16716656,11-23-22,
11328143,11-23-22,
42516070,11-23-22,
23307010,11-23-22,
50069194,11-23-22,
19426527,11-23-22,
56526585,11-23-22,
52732328,11-23-22,
3593639,11-23-22,
58384694,11-23-22,
8905820,11-23-22,
46388120,11-23-22,
40019416,11-23-22,
57384547,11-23-22,
50765627,11-23-22,
60800885,11-23-22,
52558392,11-23-22,
87245742,11-23-22,
39490297,11-23-22,
73758112,11-23-22,
36855575,11-23-22,
63934772,11-23-22,
48356349,11-23-22,
39853007,11-23-22,
46714614,11-23-22,
55652325,11-23-22,
1.85520641,11-23-22,
1.85523877,11-23-22,
1.85526843,11-23-22,
1.85527663,11-23-22,
1.85527727,11-23-22,
1.85528344,11-23-22,
1.85530492,11-23-22,
1.85530647,11-23-22,
1.85532373,11-23-22,
1.85533207,11-23-22,
1.85534850,11-23-22,
1.85535804,11-23-22,
1.85536097,11-23-22,
1.85536122,11-23-22,
1.85537470,11-23-22,
1.85538669,11-23-22,
1.85539526,11-23-22,
1.85540588,11-23-22,
1.85541387,11-23-22,
1.85541557,11-23-22,
1.85542855,11-23-22,
1.85543125,11-23-22,
1.85543250,11-23-22,
1.85543592,11-23-22,
1.85543655,11-23-22,
1.85544550,11-23-22,
1.85544614,11-23-22,
1.85545717,11-23-22,
1.85546415,11-23-22,
1.85550124,11-23-22,
1.85558250,11-23-22,
1.85562532,11-23-22,
1.85564084,11-23-22,
1.85565550,11-23-22,
1.85567169,11-23-22,
1.85567245,11-23-22,
1.85568304,11-23-22,
1.85568341,11-23-22,
1.85569241,11-23-22,
1.85570173,11-23-22,
1.85588436,11-23-22,
1.00409207,11-23-22,
1.00409684,11-23-22,
1.00409742,11-23-22,
1.00409843,11-23-22,
1.00409961,11-23-22,
1.00410027,11-23-22,
1.00410077,11-23-22,
1.00410239,11-23-22,
1.00410309,11-23-22,
1.00410623,11-23-22,
1.00410749,11-23-22,
1.00410832,11-23-22,
1.00410872,11-23-22,
1.00410890,11-23-22,
1.00410901,11-23-22,
1.00410917,11-23-22,
1.00411039,11-23-22,
1.00411073,11-23-22,
1.00411218,11-23-22,
1.00411578,11-23-22,
1.00411620,11-23-22,
1.00411726,11-23-22,
1.00411839,11-23-22,
1.00411874,11-23-22,
1.00411916,11-23-22,
1.00411958,11-23-22,
1.00412028,11-23-22,
1.00412037,11-23-22,
1.00412091,11-23-22,
1.00412099,11-23-22,
1.00412178,11-23-22,
1.00412249,11-23-22,
1.00412377,11-23-22,
1.00412553,11-23-22,
1.00412573,11-23-22,
1.00412577,11-23-22,
1.00412630,11-23-22,
1.00412694,11-23-22,
1.00413233,11-23-22,
1.00413609,11-23-22,
76829993,11-27-22,
9876500001557645,12-07-22,
9876500001843144,12-07-22,
9876500001414946,12-07-22,
9876500001418889,12-07-22,
9876500001075473,12-07-22,
9876500001531889,12-07-22,
9876500001706531,12-07-22,
9876500001749598,12-07-22,
9876500001565499,12-07-22,
9876500001468256,12-07-22,
9876500000541582,12-07-22,
9876500000656240,12-07-22,
9876500000830654,12-07-22,
9876500001152074,12-07-22,
9876500001401026,12-07-22,
9876510000597518,12-07-22,
9876510000609933,12-07-22,
9876500001321083,12-07-22,
9876500001969055,12-07-22,
9876500001676999,12-07-22,
9876500001702027,12-07-22,
9876510000377085,12-07-22,
9876500001349944,12-07-22,
9876500001424358,12-07-22,
9876500001858316,12-07-22,
9876510000925131,12-07-22,
9876510000478024,12-07-22,
9876510000597476,12-07-22,
9876500000975269,12-07-22,
9876500001130872,12-07-22,
9876500000853573,12-07-22,
9876510000653352,12-07-22,
9876500000767013,12-07-22,
9876500001977710,12-07-22,
9876500000641812,12-07-22,
9876500001151035,12-07-22,
9876500001026211,12-07-22,
9876500001869644,12-07-22,
9876500000770470,12-07-22,
9876500001376897,12-07-22,
9876500001070821,12-07-22,
9876500001069575,12-07-22,
9876500001075457,12-07-22,
9876500001460014,12-07-22,
9876500001466938,12-07-22,
9876510000706333,12-07-22,
9876510000711416,12-07-22,
9876500000134651,12-07-22,
9876500001473777,12-07-22,
9876510000102210,12-07-22,
9876510000856435,12-07-22,
9876500001263731,12-07-22,
9876500001279059,12-07-22,
9876500001402560,12-07-22,
9876500001561464,12-07-22,
9876500001561464,12-07-22,
9876500001693069,12-07-22,
9876500001695825,12-07-22,
9876500001727214,12-07-22,
9876500000212044,12-07-22,
9876500001510867,12-07-22,
9876500000508995,12-07-22,
9876510000786178,12-07-22,
9876510000786327,12-07-22,
9876510000191858,12-07-22,
9876510000539684,12-07-22,
9876500000757790,12-07-22,
9876510000878470,12-07-22,
9876510000753608,12-07-22,
9876510000752543,12-07-22,
9876500001193789,12-07-22,
9876500001204131,12-07-22,
9876510000130955,12-07-22,
9876500001616441,12-07-22,
9876500001961425,12-07-22,
9876500001960724,12-07-22,
9876500002031285,12-07-22,
9876500001287268,12-07-22,
9876500001288944,12-07-22,
9876500001290742,12-07-22,
9876500001312918,12-07-22,
9876500001932467,12-07-22,
9876510000641233,12-07-22,
9876510000735639,12-07-22,
9876510000987529,12-07-22,
9876500001859223,12-07-22,
9876500001170860,12-07-22,
9876500001172635,12-07-22,
9876500002003938,12-07-22,
9876510000913509,12-07-22,
9876500001652099,12-07-22,
9876510000431783,12-07-22,
9876500000446063,12-07-22,
9876500001896233,12-07-22,
9876500001892455,12-07-22,
9876500000544784,12-07-22,
9876500001571836,12-07-22,
9876510000446849,12-07-22,
9876500001509232,12-07-22,
9876500001529917,12-07-22,
9876500001611608,12-07-22,
9876510000011221,12-07-22,
9876510000605469,12-07-22,
9876510000758482,12-07-22,
9876500001843144,12-07-22,
9876500001013185,12-07-22,
9876500001448886,12-07-22,
9876510000111740,12-07-22,
9876500001945840,12-07-22,
9876500000731258,12-07-22,
9876500001042473,12-07-22,
9876540022982257,12-07-22,
9876500001342386,12-07-22,
9876500000447202,12-07-22,
9876500001435248,12-07-22,
9876500000793308,12-07-22,
9876500000795592,12-07-22,
9876500000235177,12-07-22,
9876500000812264,12-07-22,
9876500001374025,12-07-22,
9876500000270018,12-07-22,
9876510000790485,12-07-22,
9876510000972067,12-07-22,
9876500000197328,12-07-22,
9876500001393355,12-07-22,
9876510000954701,12-07-22,
9876510000136499,12-07-22,
9876510000665620,12-07-22,
9876500001636290,12-07-22,
9876510000961938,12-07-22,
9876500000784174,12-07-22,
9876500001865469,12-07-22,
9876510000023614,12-07-22,
9876510000459644,12-07-22,
9876500001549113,12-07-22,
9876500001634154,12-07-22,
9876500001639146,12-07-22,
9876500001771303,12-07-22,
9876510000707539,12-07-22,
9876510000710095,12-07-22,
9876500001064212,12-07-22,
9876500001086918,12-07-22,
9876500001091090,12-07-22,
9876500001875351,12-07-22,
9876500000322132,12-07-22,
9876510000962035,12-07-22,
9876510000223032,12-07-22,
9876500001514091,12-07-22,
9876510000118927,12-07-22,
9876510000757518,12-07-22,
9876500000424854,12-07-22,
9876510000431841,12-07-22,
9876500001809483,12-07-22,
9876500001817130,12-07-22,
9876500001831305,12-07-22,
9876510000305920,12-07-22,
9876510000305870,12-07-22,
9876500001206730,12-07-22,
9876500001742171,12-07-22,
9876500001414946,12-07-22,
9876500001418889,12-07-22,
9876500000614512,12-07-22,
9876500000807827,12-07-22,
9876500000914516,12-07-22,
9876500000921321,12-07-22,
9876500001076455,12-07-22,
9876500001078733,12-07-22,
9876500001095943,12-07-22,
9876500001672139,12-07-22,
9876500001768267,12-07-22,
9876500001140558,12-07-22,
9876500001926030,12-07-22,
9876500001164210,12-07-22,
9876510000906826,12-07-22,
9876510000119214,12-07-22,
9876510000392233,12-07-22,
9876510000698266,12-07-22,
9876510000714303,12-07-22,
9876500001054262,12-07-22,
9876500001409797,12-07-22,
9876500001410845,12-07-22,
9876500001973909,12-07-22,
9876500001559617,12-07-22,
9876500001865600,12-07-22,
9876500001128223,12-07-22,
9876500001668954,12-07-22,
9876500001691188,12-07-22,
9876500001688028,12-07-22,
9876510000711051,12-07-22,
9876510000717462,12-07-22,
9876510000723205,12-07-22,
9876500001119552,12-07-22,
9876500001515759,12-07-22,
9876500001880591,12-07-22,
9876500000617028,12-07-22,
9876500001848473,12-07-22,
9876500000872904,12-07-22,
9876500000921784,12-07-22,
9876500000815671,12-07-22,
9876500000933219,12-07-22,
9876500000860313,12-07-22,
9876500001264499,12-07-22,
9876500001330811,12-07-22,
9876500001438036,12-07-22,
9876540023489989,12-07-22,
9876500001427419,12-07-22,
9876500001432542,12-07-22,
9876500000918681,12-07-22,
9876500001168419,12-07-22,
9876500001475012,12-07-22,
9876500001472811,12-07-22,
9876510000143040,12-07-22,
9876510000484451,12-07-22,
9876500001368282,12-07-22,
9876500001372953,12-07-22,
9876500001134080,12-07-22,
9876500001832253,12-07-22,
9876500000995200,12-07-22,
9876500001707141,12-07-22,
9876500001155523,12-07-22,
9876500001205872,12-07-22,
9876510000696906,12-07-22,
9876510000722645,12-07-22,
9876510000738617,12-07-22,
9876500001059824,12-07-22,
9876500001065409,12-07-22,
9876500001792820,12-07-22,
9876540008077932,12-07-22,
9876540030748567,12-07-22,
9876500000087339,12-07-22,
9876510000360677,12-07-22,
9876500001298117,12-07-22,
9876510000960435,12-07-22,
9876500000016288,12-07-22,
9876510000300228,12-07-22,
9876500001650036,12-07-22,
9876500001650036,12-07-22,
9876500001469817,12-07-22,
9876500001855031,12-07-22,
9876500001399972,12-07-22,
9876500001401455,12-07-22,
9876500001916593,12-07-22,
9876500001919282,12-07-22,
9876500001470096,12-07-22,
9876500001843276,12-07-22,
9876500000179292,12-07-22,
9876500001596841,12-07-22,
9876500000478157,12-07-22,
9876510000898924,12-07-22,
9876500001562959,12-07-22,
9876500000652256,12-07-22,
9876500001139352,12-07-22,
9876500001768887,12-07-22,
9876500001885384,12-07-22,
9876510000910299,12-07-22,
9876510000910307,12-07-22,
9876500000074741,12-07-22,
9876500000074741,12-07-22,
9876500001981647,12-07-22,
9876500001981647,12-07-22,
9876500001158691,12-07-22,
9876500001160267,12-07-22,
9876500000130196,12-07-22,
9876500000162546,12-07-22,
9876510000251389,12-07-22,
9876500000952763,12-07-22,
9876500000937764,12-07-22,
9876500001020313,12-07-22,
9876500001215947,12-07-22,
9876500001742601,12-07-22,
9876500000024712,12-07-22,
9876500000737149,12-07-22,
9876500000886672,12-07-22,
9876500001310946,12-07-22,
9876500001309575,12-07-22,
9876500000408196,12-07-22,
9876500000985631,12-07-22,
9876500002026269,12-07-22,
9876500000721556,12-07-22,
9876510000851675,12-07-22,
9876500000321464,12-07-22,
9876500001431452,12-07-22,
9876500001558700,12-07-22,
9876500001938456,12-07-22,
9876500000177809,12-07-22,
9876500001748558,12-07-22,
9876510000757237,12-07-22,
9876500001191692,12-07-22,
9876500001076489,12-07-22,
9876500001237537,12-07-22,
9876500000854902,12-07-22,
9876500001475558,12-07-22,
9876510000392126,12-07-22,
9876500001014019,12-07-22,
9876500000898057,12-07-22,
9876500001642702,12-07-22,
9876510000232124,12-07-22,
9876500002006543,12-07-22,
9876510000212159,12-07-22,
9876510000271320,12-07-22,
9876500000555640,12-07-22,
9876500001450817,12-07-22,
9876500001393454,12-07-22,
9876510000851014,12-07-22,
9876510000878363,12-07-22,
9876500000043381,12-07-22,
9876500000565631,12-07-22,
9876510000813287,12-07-22,
9876510000814715,12-07-22,
9876510000182253,12-07-22,
9876500000531310,12-07-22,
9876500001178772,12-07-22,
9876500001679878,12-07-22,
9876500001019489,12-07-22,
9876500001229690,12-07-22,
9876500001494856,12-07-22,
9876500001710822,12-07-22,
9876500001735019,12-07-22,
9876500001985093,12-07-22,
9876500001984021,12-07-22,
9876500000798869,12-07-22,
9876510000823344,12-07-22,
9876510000861930,12-07-22,
9876510000867531,12-07-22,
9876500000909003,12-07-22,
9876500001703512,12-07-22,
9876500001253633,12-07-22,
9876500001260232,12-07-22,
9876500001733444,12-07-22,
9876500001916510,12-07-22,
9876500001526756,12-07-22,
9876500001533968,12-07-22,
9876510000953885,12-07-22,
9876500001992743,12-07-22,
9876500001539288,12-07-22,
9876500001544098,12-07-22,
9876500000675828,12-07-22,
9876510000572776,12-07-22,
9876510000296079,12-07-22,
9876500000476045,12-07-22,
9876500002003904,12-07-22,
9876500000958547,12-07-22,
9876500001541029,12-07-22,
9876500001972976,12-07-22,
9876500001971606,12-07-22,
9876510000690693,12-07-22,
9876510000700237,12-07-22,
9876500000525775,12-07-22,
9876510000839472,12-07-22,
9876510000789149,12-07-22,
9876500001461236,12-07-22,
9876500001595066,12-07-22,
9876510000183301,12-07-22,
9876500000786526,12-07-22,
9876500000153362,12-07-22,
9876500001399519,12-07-22,
9876500001399873,12-07-22,
9876510000908228,12-07-22,
9876500000097288,12-07-22,
9876510000778167,12-07-22,
9876500000324757,12-07-22,
9876510000606996,12-07-22,
9876510000802447,12-07-22,
9876510000734764,12-07-22,
9876510000738427,12-07-22,
9876500001474866,12-07-22,
9876510000950246,12-07-22,
9876500001695114,12-07-22,
9876500001992859,12-07-22,
9876500000896267,12-07-22,
9876500000906769,12-07-22,
9876500001203091,12-07-22,
9876500001213611,12-07-22,
9876500000105719,12-07-22,
9876500000240102,12-07-22,
9876500000611625,12-07-22,
9876500000982745,12-07-22,
9876500001237495,12-07-22,
9876500001408773,12-07-22,
9876500001811398,12-07-22,
9876500001806331,12-07-22,
9876500001811331,12-07-22,
9876500001810887,12-07-22,
9876500000456252,12-07-22,
9876500001804385,12-07-22,
9876500001809079,12-07-22,
9876500001015305,12-07-22,
9876510001026459,12-07-22,
9876500001889360,12-07-22,
9876500001895276,12-07-22,
9876500001365072,12-07-22,
9876500001369462,12-07-22,
